--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
249|LUGIA     |PSYCHIC/FLYING   | 106|  90| 130| 110|  90| 154|Limber      |Heatproof   |Dragon Scale (common)
250|HO-OH     |FIRE/FLYING      | 106| 130|  90|  90| 110| 154|Hustle      | -          |TM36 (100%)
251|CELEBI    |PSYCHIC/GRASS    | 100| 100| 100| 100| 100| 100|Overgrow    |Torrent     |Star Piece (100%)
252|TREECKO   |GRASS            |  40|  45|  35|  70|  65|  55|Marvel Scale|Natural Cure|TM40 (common), Yellow Flute (rare)
253|GROVYLE   |GRASS            |  50|  65|  45|  95|  85|  65|Marvel Scale|Natural Cure|
254|SCEPTILE  |GRASS            |  70|  85|  65| 120| 105|  85|Marvel Scale|Natural Cure|TM70 (rare)
255|TORCHIC   |FIRE             |  45|  60|  40|  45|  70|  50|Gluttony    |Thick Fat   |Mental Herb (rare)
256|COMBUSKEN |FIRE/FIGHTING    |  60|  85|  60|  55|  85|  60|Gluttony    |Thick Fat   |
257|BLAZIKEN  |FIRE/FIGHTING    |  80| 120|  70|  80| 110|  70|Gluttony    |Thick Fat   |TM57 (common)
258|MUDKIP    |WATER            |  50|  70|  50|  40|  50|  50|Flash Fire  | -          |
259|MARSHTOMP |WATER/GROUND     |  70|  85|  70|  50|  60|  70|Flash Fire  | -          |Fluffy Tail (common)
260|SWAMPERT  |WATER/GROUND     | 100| 110|  90|  60|  85|  90|Flash Fire  | -          |
261|POOCHYENA |DARK             |  35|  55|  35|  35|  30|  30|Snow Warning| -          |TinyMushroom (rare)
262|MIGHTYENA |DARK             |  70|  90|  70|  70|  60|  60|Snow Warning| -          |
263|ZIGZAGOON |NORMAL           |  38|  30|  41|  60|  30|  41|Multitype   |Natural Cure|Macho Brace (common), Up-Grade (rare)
264|LINOONE   |NORMAL           |  78|  70|  61| 100|  50|  61|Multitype   |Natural Cure|Flame Plate (rare)
265|WURMPLE   |BUG              |  45|  45|  35|  20|  20|  30|Iron Fist   | -          |Revival Herb (rare)
266|SILCOON   |BUG              |  50|  35|  55|  15|  25|  25|Flash Fire  | -          |
267|BEAUTIFLY |BUG/FLYING       |  60|  70|  50|  65| 100|  50|Flash Fire  | -          |Sky Plate (rare)
268|CASCOON   |BUG              |  50|  35|  55|  15|  25|  25|Rough Skin  |Hydration   |
269|DUSTOX    |BUG/POISON       |  60|  50|  70|  65|  50|  90|Rough Skin  |Hydration   |
270|LOTAD     |WATER/GRASS      |  40|  30|  30|  30|  40|  50|Magma Armor | -          |
271|LOMBRE    |WATER/GRASS      |  60|  50|  50|  50|  60|  70|Magma Armor | -          |
272|LUDICOLO  |WATER/GRASS      |  80|  70|  70|  70|  90| 100|Magma Armor | -          |
273|SEEDOT    |GRASS            |  40|  40|  50|  30|  30|  30|Own Tempo   |Ice Body    |TM17 (common)
274|NUZLEAF   |GRASS/DARK       |  70|  70|  40|  60|  60|  40|Own Tempo   |Ice Body    |
275|SHIFTRY   |GRASS/DARK       |  90| 100|  60|  80|  90|  60|Own Tempo   |Ice Body    |
276|TAILLOW   |NORMAL/FLYING    |  40|  55|  30|  85|  30|  30|Damp        | -          |
277|SWELLOW   |NORMAL/FLYING    |  60|  85|  60| 125|  50|  50|Damp        | -          |
278|WINGULL   |WATER/FLYING     |  40|  30|  30|  85|  55|  30|Hyper Cutter| -          |
279|PELIPPER  |WATER/FLYING     |  60|  50| 100|  65|  85|  70|Hyper Cutter| -          |Ether (common), TM14 (rare)
280|RALTS     |PSYCHIC          |  28|  25|  25|  40|  45|  35|Iron Fist   |Insomnia    |
281|KIRLIA    |PSYCHIC          |  38|  35|  35|  50|  65|  55|Iron Fist   |Insomnia    |
282|GARDEVOIR |PSYCHIC          |  68|  65|  65|  80| 125| 115|Stall       | -          |
283|SURSKIT   |BUG/WATER        |  40|  30|  32|  65|  50|  52|Flash Fire  |Torrent     |SilverPowder (rare)
284|MASQUERAIN|BUG/FLYING       |  70|  60|  62|  60|  80|  82|Flash Fire  |Torrent     |
285|SHROOMISH |GRASS            |  60|  40|  60|  35|  40|  60|Intimidate  |Blaze       |Soothe Bell (common)
286|BRELOOM   |GRASS/FIGHTING   |  60| 130|  80|  70|  60|  60|Intimidate  |Blaze       |Mental Herb (rare)
287|SLAKOTH   |NORMAL           |  60|  60|  60|  30|  35|  35|Oblivious   | -          |TM38 (common)
288|VIGOROTH  |NORMAL           |  80|  80|  80|  90|  55|  55|Oblivious   | -          |
289|SLAKING   |NORMAL           | 150| 160| 100| 100|  95|  65|Oblivious   | -          |
290|NINCADA   |BUG/GROUND       |  31|  45|  90|  40|  30|  30|Steadfast   | -          |
291|NINJASK   |BUG/FLYING       |  61|  90|  45| 160|  50|  50|Flash Fire  | -          |TM26 (rare)
292|SHEDINJA  |BUG/GHOST        |   1|  90|  45|  40|  30|  30|Wonder Guard| -          |
293|WHISMUR   |NORMAL           |  64|  51|  23|  28|  51|  23|Normalize   |Water Absorb|TM38 (common), Poké Doll (rare)
294|LOUDRED   |NORMAL           |  84|  71|  43|  48|  71|  43|Normalize   |Water Absorb|
295|EXPLOUD   |NORMAL           | 104|  91|  63|  68|  91|  73|Normalize   |Water Absorb|
296|MAKUHITA  |FIGHTING         |  72|  60|  30|  25|  20|  30|Early Bird  | -          |
297|HARIYAMA  |FIGHTING         | 144| 120|  60|  50|  40|  60|Early Bird  | -          |Ice Heal (rare)
298|AZURILL   |NORMAL           |  50|  20|  40|  20|  20|  40|Immunity    |Ice Body    |Iron (common)
299|NOSEPASS  |ROCK             |  30|  45| 135|  30|  45|  90|Blaze       | -          |Charcoal (common)
300|SKITTY    |NORMAL           |  50|  45|  45|  50|  35|  35|Speed Boost |Reckless    |
301|DELCATTY  |NORMAL           |  70|  65|  65|  70|  55|  55|Speed Boost |Reckless    |
302|SABLEYE   |DARK/GHOST       |  50|  75|  75|  50|  65|  65|Solar Power |Truant      |Safari Ball (common)
303|MAWILE    |STEEL            |  50|  85|  85|  50|  55|  55|Unburden    | -          |Poké Ball (common), TM88 (rare)
304|ARON      |STEEL/ROCK       |  50|  70| 100|  30|  40|  40|Filter      |Dry Skin    |Green Shard (rare)
305|LAIRON    |STEEL/ROCK       |  60|  90| 140|  40|  50|  50|Filter      |Dry Skin    |TM82 (common), Dubious Disc (rare)
306|AGGRON    |STEEL/ROCK       |  70| 110| 180|  50|  60|  60|Filter      |Dry Skin    |Magmarizer (rare)
307|MEDITITE  |FIGHTING/PSYCHIC |  30|  40|  55|  60|  40|  55|Natural Cure| -          |Leftovers (common), TM23 (rare)
308|MEDICHAM  |FIGHTING/PSYCHIC |  60|  60|  75|  80|  60|  75|Natural Cure| -          |Life Orb (100%)
309|ELECTRIKE |ELECTRIC         |  40|  45|  40|  65|  65|  40|Simple      | -          |Shoal Shell (common)
310|MANECTRIC |ELECTRIC         |  70|  75|  60| 105| 105|  60|Simple      | -          |TM15 (common)
311|PLUSLE    |ELECTRIC         |  60|  50|  40|  95|  85|  75|Minus       |Heatproof   |
312|MINUN     |ELECTRIC         |  60|  40|  50|  95|  75|  85|Truant      |Swift Swim  |Icy Rock (common), Full Heal (rare)
313|VOLBEAT   |BUG              |  65|  73|  55|  85|  47|  75|Rivalry     |Serene Grace|Max Elixir (rare)
314|ILLUMISE  |BUG              |  65|  47|  55|  85|  73|  75|Adaptability| -          |TM14 (rare)
315|ROSELIA   |GRASS/POISON     |  50|  60|  45|  65| 100|  80|Iron Fist   |Intimidate  |Potion (rare)
316|GULPIN    |POISON           |  70|  43|  53|  40|  43|  53|Soundproof  |Hustle      |Dive Ball (common)
317|SWALOT    |POISON           | 100|  73|  83|  55|  73|  83|Soundproof  |Hustle      |TM41 (common), Zap Plate (rare)
318|CARVANHA  |WATER/DARK       |  45|  90|  20|  65|  65|  20|Compoundeyes|Motor Drive |
319|SHARPEDO  |WATER/DARK       |  70| 120|  40|  95|  95|  40|Compoundeyes|Motor Drive |
320|WAILMER   |WATER            | 130|  70|  35|  60|  70|  35|Marvel Scale|Poison Point|TM64 (common), TM35 (rare)
321|WAILORD   |WATER            | 170|  90|  45|  60|  90|  45|Marvel Scale|Poison Point|
322|NUMEL     |FIRE/GROUND      |  60|  60|  40|  35|  65|  45|Steadfast   |Klutz       |TM39 (common), Star Piece (rare)
323|CAMERUPT  |FIRE/GROUND      |  70| 100|  70|  40| 105|  75|Steadfast   |Klutz       |TM89 (100%)
324|TORKOAL   |FIRE             |  70|  85| 140|  20|  85|  70|White Smoke |Multitype   |TM74 (100%)
325|SPOINK    |PSYCHIC          |  60|  25|  35|  60|  70|  80|Drizzle     | -          |Stardust (common)
326|GRUMPIG   |PSYCHIC          |  80|  45|  65|  80|  90| 110|Drizzle     | -          |TM79 (common), Star Piece (rare)
327|SPINDA    |NORMAL           |  60|  60|  60|  60|  60|  60|Oblivious   |Ice Body    |Spell Tag (common)
328|TRAPINCH  |GROUND           |  45| 100|  45|  10|  45|  45|Stench      | -          |
329|VIBRAVA   |GROUND/DRAGON    |  50|  70|  50|  70|  50|  50|Stench      | -          |TM73 (rare)
330|FLYGON    |GROUND/DRAGON    |  80| 100|  80| 100|  80|  80|Stench      | -          |Power Herb (rare)
331|CACNEA    |GRASS            |  50|  85|  40|  35|  85|  40|Tinted Lens | -          |Full Restore (common)
332|CACTURNE  |GRASS/DARK       |  70| 115|  60|  55| 115|  60|Tinted Lens | -          |Shed Shell (100%)
333|SWABLU    |NORMAL/FLYING    |  45|  40|  60|  50|  40|  75|Liquid Ooze | -          |
334|ALTARIA   |DRAGON/FLYING    |  75|  70|  90|  80|  70| 105|Liquid Ooze | -          |Metal Coat (common)
335|ZANGOOSE  |NORMAL           |  73| 115|  60|  90|  60|  60|Pure Power  | -          |Lava Cookie (common), TM78 (rare)
336|SEVIPER   |POISON           |  73| 100|  60|  65| 100|  60|Drizzle     |Early Bird  |Sharp Beak (common), TwistedSpoon (rare)
337|LUNATONE  |ROCK/PSYCHIC     |  70|  55|  65|  70|  95|  85|Sticky Hold | -          |
338|SOLROCK   |ROCK/PSYCHIC     |  70|  95|  85|  70|  55|  65|Anticipation|Clear Body  |
339|BARBOACH  |WATER/GROUND     |  50|  48|  43|  60|  46|  41|Frisk       | -          |
340|WHISCASH  |WATER/GROUND     | 110|  78|  73|  60|  76|  71|Frisk       | -          |Toxic Plate (common), Chesto Berry (rare)
341|CORPHISH  |WATER            |  43|  80|  65|  35|  50|  35|Heatproof   | -          |
342|CRAWDAUNT |WATER/DARK       |  63| 120|  85|  55|  90|  55|Heatproof   | -          |Focus Band (common), X Accuracy (rare)
343|BALTOY    |GROUND/PSYCHIC   |  40|  40|  55|  55|  40|  70|Illuminate  |Anger Point |
344|CLAYDOL   |GROUND/PSYCHIC   |  60|  70| 105|  75|  70| 120|Illuminate  |Anger Point |Mystic Water (rare)
345|LILEEP    |ROCK/GRASS       |  66|  41|  77|  23|  61|  87|Flash Fire  | -          |Repeat Ball (rare)
346|CRADILY   |ROCK/GRASS       |  86|  81|  97|  43|  81| 107|Flash Fire  | -          |TM38 (common), TM08 (rare)
347|ANORITH   |ROCK/BUG         |  45|  95|  50|  75|  40|  50|Quick Feet  |Sand Veil   |Pecha Berry (common)
348|ARMALDO   |ROCK/BUG         |  75| 125| 100|  45|  70|  80|Quick Feet  |Sand Veil   |HP Up (rare)
349|FEEBAS    |WATER            |  20|  15|  20|  80|  10|  55|Normalize   | -          |
350|MILOTIC   |WATER            |  95|  60|  79|  81| 100| 125|Normalize   | -          |
351|CASTFORM  |NORMAL           |  70|  70|  70|  70|  70|  70|Lightningrod| -          |Yellow Shard (100%)
352|KECLEON   |NORMAL           |  60|  90|  70|  40|  60| 120|Download    |Pressure    |TM47 (common)
353|SHUPPET   |GHOST            |  44|  75|  35|  45|  63|  33|Swarm       |Clear Body  |Sharp Beak (rare)
354|BANETTE   |GHOST            |  64| 115|  65|  65|  83|  63|Swarm       |Clear Body  |Wave Incense (common)
355|DUSKULL   |GHOST            |  20|  40|  90|  25|  30|  90|Rain Dish   |Tinted Lens |
356|DUSCLOPS  |GHOST            |  40|  70| 130|  25|  60| 130|Rain Dish   |Tinted Lens |Mind Plate (common)
357|TROPIUS   |GRASS/FLYING     |  99|  68|  83|  51|  72|  87|Storm Drain |Rain Dish   |
358|CHIMECHO  |PSYCHIC          |  65|  50|  70|  65|  95|  80|Slow Start  | -          |Lum Berry (rare)
359|ABSOL     |DARK             |  65| 130|  60|  75|  75|  60|Tinted Lens | -          |TM37 (100%)
360|WYNAUT    |PSYCHIC          |  95|  23|  48|  23|  23|  48|Serene Grace|Poison Heal |
361|SNORUNT   |ICE              |  50|  50|  50|  50|  50|  50|Natural Cure|Compoundeyes|
362|GLALIE    |ICE              |  80|  80|  80|  80|  80|  80|Natural Cure| -          |
363|SPHEAL    |ICE/WATER        |  70|  40|  50|  25|  55|  50|Pressure    |Shed Skin   |TM13 (common)
364|SEALEO    |ICE/WATER        |  90|  60|  70|  45|  75|  70|Pressure    |Shed Skin   |Revive (common)
365|WALREIN   |ICE/WATER        | 110|  80|  90|  65|  95|  90|Pressure    |Shed Skin   |Moon Stone (rare)
366|CLAMPERL  |WATER            |  35|  64|  85|  32|  74|  55|Soundproof  | -          |
367|HUNTAIL   |WATER            |  55| 104| 105|  52|  94|  75|Bad Dreams  |Clear Body  |
368|GOREBYSS  |WATER            |  55|  84| 105|  52| 114|  75|Sand Veil   |Own Tempo   |Lagging Tail (common), Leftovers (rare)
369|RELICANTH |WATER/ROCK       | 100|  90| 130|  55|  45|  65|Run Away    |Color Change|
370|LUVDISC   |WATER            |  43|  30|  55|  97|  40|  65|Aftermath   |Klutz       |Miracle Seed (common)
371|BAGON     |DRAGON           |  45|  75|  60|  50|  40|  30|Rough Skin  |Solar Power |TM70 (common), Sun Stone (rare)
372|SHELGON   |DRAGON           |  65|  95| 100|  50|  60|  50|Rough Skin  |Solar Power |Splash Plate (common), TM89 (rare)
373|SALAMENCE |DRAGON/FLYING    |  95| 135|  80| 100| 110|  80|Rough Skin  |Solar Power |HP Up (common), King’s Rock (rare)
374|BELDUM    |STEEL/PSYCHIC    |  40|  55|  80|  30|  35|  60|Vital Spirit|Shield Dust |
375|METANG    |STEEL/PSYCHIC    |  60|  75| 100|  50|  55|  80|Vital Spirit|Shield Dust |
376|METAGROSS |STEEL/PSYCHIC    |  80| 135| 130|  70|  95|  90|Vital Spirit|Shield Dust |Lagging Tail (common), Shoal Salt (rare)
377|REGIROCK  |ROCK             |  80| 100| 200|  50|  50| 100|Blaze       | -          |
378|REGICE    |ICE              |  80|  50| 100|  50| 100| 200|Unburden    | -          |
379|REGISTEEL |STEEL            |  80|  75| 150|  50|  75| 150|Solar Power |Vital Spirit|Meadow Plate (common), Lax Incense (rare)
380|LATIAS    |DRAGON/PSYCHIC   |  80|  80|  90| 110| 110| 130|Sniper      | -          |
381|LATIOS    |DRAGON/PSYCHIC   |  80|  90|  80| 110| 130| 110|Minus       | -          |TM59 (common), Lemonade (rare)
382|KYOGRE    |WATER            | 100| 100|  90|  90| 150| 140|Sticky Hold | -          |
383|GROUDON   |GROUND           | 100| 150| 140|  90| 100|  90|Levitate    | -          |
384|RAYQUAZA  |DRAGON/FLYING    | 105| 150|  90|  95| 150|  90|Trace       | -          |
385|JIRACHI   |STEEL/PSYCHIC    | 100| 100| 100| 100| 100| 100|Poison Heal |Solar Power |TM32 (100%)
386|DEOXYS    |PSYCHIC          |  50| 150|  50| 150| 150|  50|Rough Skin  | -          |Revival Herb (common)
387|TURTWIG   |GRASS            |  55|  68|  64|  31|  45|  55|Rain Dish   | -          |Power Band (100%)
388|GROTLE    |GRASS            |  75|  89|  85|  36|  55|  65|Rain Dish   | -          |
389|TORTERRA  |GRASS/GROUND     |  95| 109| 105|  56|  75|  85|Rain Dish   | -          |Protector (100%)
390|CHIMCHAR  |FIRE             |  44|  58|  44|  61|  58|  44|Snow Warning| -          |
391|MONFERNO  |FIRE/FIGHTING    |  64|  78|  52|  81|  78|  52|Snow Warning| -          |
392|INFERNAPE |FIRE/FIGHTING    |  76| 104|  71| 108| 104|  71|Snow Warning| -          |TM77 (100%)
393|PIPLUP    |WATER            |  53|  51|  53|  40|  61|  56|Rain Dish   | -          |
394|PRINPLUP  |WATER            |  64|  66|  68|  50|  81|  76|Rain Dish   | -          |
395|EMPOLEON  |WATER/STEEL      |  84|  86|  88|  60| 111| 101|Rain Dish   | -          |
396|STARLY    |NORMAL/FLYING    |  40|  55|  30|  60|  30|  30|Aftermath   |Static      |
397|STARAVIA  |NORMAL/FLYING    |  55|  75|  50|  80|  40|  40|Aftermath   |Static      |Sea Incense (common)
398|STARAPTOR |NORMAL/FLYING    |  85| 120|  70| 100|  50|  60|Aftermath   |Static      |TM04 (100%)
399|BIDOOF    |NORMAL           |  59|  45|  40|  31|  35|  40|Color Change|Tinted Lens |
400|BIBAREL   |NORMAL/WATER     |  79|  85|  60|  71|  55|  60|Color Change|Tinted Lens |
401|KRICKETOT |BUG              |  37|  25|  41|  25|  25|  41|Pure Power  | -          |Moomoo Milk (rare)
402|KRICKETUNE|BUG              |  77|  85|  51|  65|  55|  51|Pure Power  | -          |X Accuracy (rare)
403|SHINX     |ELECTRIC         |  45|  65|  34|  45|  40|  34|Unaware     | -          |Silk Scarf (rare)
404|LUXIO     |ELECTRIC         |  60|  85|  49|  60|  60|  49|Unaware     | -          |TM60 (common)
405|LUXRAY    |ELECTRIC         |  80| 120|  79|  70|  95|  79|Unaware     | -          |
406|BUDEW     |GRASS/POISON     |  40|  30|  35|  55|  50|  70|Iron Fist   |Intimidate  |Odd Incense (common)
407|ROSERADE  |GRASS/POISON     |  60|  70|  65|  90| 125| 105|Iron Fist   |Intimidate  |
408|CRANIDOS  |ROCK             |  67| 125|  40|  58|  30|  30|Rain Dish   | -          |
409|RAMPARDOS |ROCK             |  97| 165|  60|  58|  65|  50|Rain Dish   | -          |TM27 (rare)
410|SHIELDON  |ROCK/STEEL       |  30|  42| 118|  30|  42|  88|Rock Head   | -          |Razor Fang (common), Aspear Berry (rare)
411|BASTIODON |ROCK/STEEL       |  60|  52| 168|  30|  47| 138|Rock Head   | -          |
412|BURMY     |BUG              |  40|  29|  45|  36|  29|  45|Shield Dust | -          |
413|WORMADAM  |BUG/GRASS        |  60|  59|  85|  36|  79| 105|Cute Charm  | -          |
414|MOTHIM    |BUG/FLYING       |  70|  94|  50|  66|  94|  50|Own Tempo   |Sand Stream |
415|COMBEE    |BUG/FLYING       |  30|  30|  42|  70|  30|  42|Solar Power |Flash Fire  |TM29 (100%)
416|VESPIQUEN |BUG/FLYING       |  70|  80| 102|  40|  80| 102|Solar Power |Flash Fire  |TM69 (common)
417|PACHIRISU |ELECTRIC         |  60|  45|  70|  95|  45|  90|Slow Start  | -          |
418|BUIZEL    |WATER            |  55|  65|  35|  85|  60|  30|Illuminate  |Rough Skin  |TM42 (common)
419|FLOATZEL  |WATER            |  85| 105|  55| 115|  85|  50|Illuminate  |Rough Skin  |
420|CHERUBI   |GRASS            |  45|  35|  45|  35|  62|  53|Natural Cure|Poison Heal |
421|CHERRIM   |GRASS            |  70|  60|  70|  85|  87|  78|Natural Cure|Poison Heal |Yellow Shard (common)
422|SHELLOS   |WATER            |  76|  48|  48|  34|  57|  62|Lightningrod| -          |TM72 (common)
423|GASTRODON |WATER/GROUND     | 111|  83|  68|  39|  92|  82|Lightningrod| -          |Power Anklet (rare)
424|AMBIPOM   |NORMAL           |  75| 100|  66| 115|  60|  66|Illuminate  |Battle Armor|Full Heal (100%)
425|DRIFLOON  |GHOST/FLYING     |  90|  50|  34|  70|  60|  44|Snow Warning|Clear Body  |TM15 (rare)
426|DRIFBLIM  |GHOST/FLYING     | 150|  80|  44|  80|  90|  54|Snow Warning|Clear Body  |
427|BUNEARY   |NORMAL           |  55|  66|  44|  85|  44|  56|Shield Dust |Shed Skin   |Power Bracer (common), Blue Flute (rare)
428|LOPUNNY   |NORMAL           |  65|  76|  84| 105|  54|  96|Shield Dust |Shed Skin   |Electirizer (common), Zinc (rare)
429|MISMAGIUS |GHOST            |  60|  60|  60| 105| 105| 105|Battle Armor| -          |
430|HONCHKROW |DARK/FLYING      | 100| 125|  52|  71| 105|  52|Magic Guard | -          |
431|GLAMEOW   |NORMAL           |  49|  55|  42|  85|  42|  37|Storm Drain | -          |
432|PURUGLY   |NORMAL           |  71|  82|  64| 112|  64|  59|Storm Drain | -          |Awakening (rare)
433|CHINGLING |PSYCHIC          |  45|  30|  50|  45|  65|  50|Slow Start  | -          |
434|STUNKY    |POISON/DARK      |  63|  63|  47|  74|  41|  41|Intimidate  | -          |TM17 (rare)
435|SKUNTANK  |POISON/DARK      | 103|  93|  67|  84|  71|  61|Intimidate  | -          |Magmarizer (100%)
436|BRONZOR   |STEEL/PSYCHIC    |  57|  24|  86|  23|  24|  86|Sticky Hold | -          |King’s Rock (rare)
437|BRONZONG  |STEEL/PSYCHIC    |  67|  89| 116|  33|  79| 116|Sticky Hold | -          |
438|BONSLY    |ROCK             |  50|  80|  95|  10|  10|  45|Torrent     | -          |TinyMushroom (common)
439|MIME JR.  |PSYCHIC          |  20|  25|  45|  60|  70|  90|Stench      |Suction Cups|
440|HAPPINY   |NORMAL           | 100|   5|   5|  30|  15|  65|Adaptability|Sand Veil   |Poké Doll (common)
441|CHATOT    |NORMAL/FLYING    |  76|  65|  45|  91|  92|  42|Minus       | -          |Thunderstone (common), Fluffy Tail (rare)
442|SPIRITOMB |GHOST/DARK       |  50|  92| 108|  35|  92| 108|Plus        | -          |
